source_url,type,filename,extension,used_on,dimensions,approximate_size,alt_text,migration_priority,notes
"https://www.colegioconquistadores.com/wp-content/uploads/2024/08/Untitled-1024x576.png","image","Untitled-1024x576.png","png","/2024/08/30/visita-del-kinder-jardin-conquistadores/; /author/administrador/; /category/actividades-2024/","1024x576","780 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/08/Untitled-1536x864.png","image","Untitled-1536x864.png","png","/author/administrador/; /category/actividades-2024/","1536x864","1.5 MB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Muy pesado (>1 MB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/08/Untitled-300x169.png","image","Untitled-300x169.png","png","/author/administrador/; /category/actividades-2024/","300x169","91 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/08/Untitled-768x432.png","image","Untitled-768x432.png","png","/author/administrador/; /category/actividades-2024/","768x432","475 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/08/Untitled.png","image","Untitled.png","png","plantilla global (50 URLs)","1919x1079","615 KB","Visita del Kínder &#8211; Jardín Conquistadores","alta","Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/09/CARTA-LEY-TEA-COLEGIO-CONQUISTADORES.pdf","document","CARTA-LEY-TEA-COLEGIO-CONQUISTADORES.pdf","pdf","plantilla global (68 URLs)","unknown","410 KB","","alta","Conservar URL pública o configurar redirección 301 exacta. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/09/PROTOCOLO-JEANSDAY-COLEGIO-CONQUISTADORES-2024.pdf","document","PROTOCOLO-JEANSDAY-COLEGIO-CONQUISTADORES-2024.pdf","pdf","/protocolos-internos/","unknown","74 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/09/WhatsApp-Video-2024-09-05-at-11.41.41-AM.mp4","video","WhatsApp-Video-2024-09-05-at-11.41.41-AM.mp4","mp4","/2024/08/30/visita-del-kinder-jardin-conquistadores/; /author/administrador/; /category/actividades-2024/","1280x720","30.8 MB","","media","Nombre poco descriptivo; renombrar solo con redirección. Muy pesado (>1 MB)."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/Aranceles-Colegio-Conquistadores-2025.pdf","document","Aranceles-Colegio-Conquistadores-2025.pdf","pdf","/matriculas-2025/","unknown","372 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/PEI-COLEGIO-CONQUISTADORES-2024-2025.pdf","document","PEI-COLEGIO-CONQUISTADORES-2024-2025.pdf","pdf","/matriculas-2025/","unknown","1.4 MB","","alta","Conservar URL pública o configurar redirección 301 exacta. Muy pesado (>1 MB)."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-1460x1536.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-1460x1536.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","1460x1536","520 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-1947x2048.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-1947x2048.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","1947x2048","833 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-285x300.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-285x300.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","285x300","26 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-768x808.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-768x808.jpeg","jpeg","/author/administrador/; /category/actividades-2024/","768x808","155 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-973x1024.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-973x1024.jpeg","jpeg","/2024/10/04/campana-teleton-2024/; /author/administrador/; /category/actividades-2024/","973x1024","243 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/11/WhatsApp-Image-2024-10-05-at-1.15.11-PM-scaled.jpeg","image","WhatsApp-Image-2024-10-05-at-1.15.11-PM-scaled.jpeg","jpeg","plantilla global (49 URLs)","2433x2560","978 KB","Campaña Teletón 2024","alta","Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/1%C2%B0-basico-lista-de-utiles-2025.pdf","document","1°-basico-lista-de-utiles-2025.pdf","pdf","/matriculas-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/2%C2%B0-basico-lista-de-utiles-2025.pdf","document","2°-basico-lista-de-utiles-2025.pdf","pdf","/matriculas-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/3%C2%B0-basico-lista-de-utiles-2025-1.pdf","document","3°-basico-lista-de-utiles-2025-1.pdf","pdf","/matriculas-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/4%C2%B0-basico-lista-de-utiles-2025.pdf","document","4°-basico-lista-de-utiles-2025.pdf","pdf","/matriculas-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/Contrato-prestacion-de-servicios-educacionales-COLEGIO-CONQUISTADORES-2025.pdf","document","Contrato-prestacion-de-servicios-educacionales-COLEGIO-CONQUISTADORES-2025.pdf","pdf","/matriculas-2025/","unknown","429 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/ficha-de-matricula-2025-PDF.pdf","document","ficha-de-matricula-2025-PDF.pdf","pdf","/matriculas-2025/; /matriculas-2026/","unknown","585 KB","","alta","Conservar URL pública o configurar redirección 301 exacta. Pesado (>500 KB)."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-1%C2%B0-MEDIO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-1°-MEDIO-2025.pdf","pdf","/matriculas-2025/","unknown","89 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-2%C2%B0-MEDIO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-2°-MEDIO-2025.pdf","pdf","/matriculas-2025/","unknown","89 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-5%C2%B0-BASICO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-5°-BASICO-2025.pdf","pdf","/matriculas-2025/","unknown","90 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-6%C2%B0-BASICO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-6°-BASICO-2025.pdf","pdf","/matriculas-2025/","unknown","89 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-7%C2%B0-BASICO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-7°-BASICO-2025.pdf","pdf","/matriculas-2025/","unknown","89 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2024/12/LISTA-DE-UTILES-ESCOLARES-8%C2%B0-BASICO-2025.pdf","document","LISTA-DE-UTILES-ESCOLARES-8°-BASICO-2025.pdf","pdf","/matriculas-2025/","unknown","89 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-1%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-1°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-1%C2%B0-Medio-Colegio-Conquistadores-2025.pdf","document","Horario-1°-Medio-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","117 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-2%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-2°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","115 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-2%C2%B0-Medio-Colegio-Conquistadores-2025.pdf","document","Horario-2°-Medio-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-3%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-3°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-4%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-4°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-5%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-5°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","114 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-6%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-6°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","115 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-7%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-7°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Horario-8%C2%B0-Basico-Colegio-Conquistadores-2025.pdf","document","Horario-8°-Basico-Colegio-Conquistadores-2025.pdf","pdf","/horarios-2025/","unknown","116 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/javiera-toro-modified-150x150.png","image","javiera-toro-modified-150x150.png","png","/personal/","150x150","33 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/javiera-toro-modified-300x300.png","image","javiera-toro-modified-300x300.png","png","/personal/","300x300","103 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/javiera-toro-modified.png","image","javiera-toro-modified.png","png","/personal/","374x374","51 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Mariana-Paradela-modified-150x150.png","image","Mariana-Paradela-modified-150x150.png","png","/personal/","150x150","33 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Mariana-Paradela-modified-300x300.png","image","Mariana-Paradela-modified-300x300.png","png","/personal/","300x300","99 KB","","media","Falta texto alternativo. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/03/Mariana-Paradela-modified.png","image","Mariana-Paradela-modified.png","png","/personal/","391x391","46 KB","","media","Falta texto alternativo."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/05/REGLAMENTO-DE-EVALUACION-CONQUISTADORES-2025-2026.pdf","document","REGLAMENTO-DE-EVALUACION-CONQUISTADORES-2025-2026.pdf","pdf","/matriculas-2025/","unknown","325 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/09/Screenshot-2025-10-05-175345-1024x576.png","image","Screenshot-2025-10-05-175345-1024x576.png","png","/2025/09/29/gala-raiz-folclorica-2025/; /author/administrador/; /category/actividades-2024/; /category/uncategorized/","1024x576","721 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/09/Screenshot-2025-10-05-175345-1536x864.png","image","Screenshot-2025-10-05-175345-1536x864.png","png","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","1536x864","1.3 MB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Muy pesado (>1 MB). Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/09/Screenshot-2025-10-05-175345-300x169.png","image","Screenshot-2025-10-05-175345-300x169.png","png","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","300x169","91 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/09/Screenshot-2025-10-05-175345-768x432.png","image","Screenshot-2025-10-05-175345-768x432.png","png","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","768x432","448 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/09/Screenshot-2025-10-05-175345.png","image","Screenshot-2025-10-05-175345.png","png","plantilla global (52 URLs)","1919x1079","646 KB","Gala Raíz Folclórica 2025","alta","Nombre poco descriptivo; renombrar solo con redirección. Pesado (>500 KB). Candidato a WebP/AVIF. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-1024x771.jpeg","image","WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-1024x771.jpeg","jpeg","/2025/05/19/dia-de-la-familia-2025/; /author/administrador/; /category/actividades-2024/; /category/uncategorized/","1024x771","137 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-1536x1156.jpeg","image","WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-1536x1156.jpeg","jpeg","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","1536x1156","264 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-300x226.jpeg","image","WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-300x226.jpeg","jpeg","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","300x226","15 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-768x578.jpeg","image","WhatsApp-Image-2025-05-23-at-2.54.11-PM-1-768x578.jpeg","jpeg","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","768x578","82 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-05-23-at-2.54.11-PM-1.jpeg","image","WhatsApp-Image-2025-05-23-at-2.54.11-PM-1.jpeg","jpeg","plantilla global (52 URLs)","1600x1204","244 KB","Día de la Familia 2025","alta","Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.27-AM-1024x768.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.27-AM-1024x768.jpeg","jpeg","/2025/10/06/colegio-conquistadores-lleva-su-innovacion-a-la-world-robot-olympiad-chile/; /author/administrador/; /category/actividades-2024/; /category/uncategorized/","1024x768","169 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.27-AM-300x225.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.27-AM-300x225.jpeg","jpeg","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","300x225","24 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.27-AM-768x576.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.27-AM-768x576.jpeg","jpeg","/author/administrador/; /category/actividades-2024/; /category/uncategorized/","768x576","108 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.27-AM.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.27-AM.jpeg","jpeg","plantilla global (52 URLs)","1280x960","210 KB","Colegio Conquistadores lleva su innovación a la World Robot Olympiad Chile","alta","Nombre poco descriptivo; renombrar solo con redirección. Candidato a WebP/AVIF. Reutilizado globalmente."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.58-AM-1024x576.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.58-AM-1024x576.jpeg","jpeg","/2025/10/06/colegio-conquistadores-lleva-su-innovacion-a-la-world-robot-olympiad-chile/","1024x576","131 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.58-AM-300x169.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.58-AM-300x169.jpeg","jpeg","/2025/10/06/colegio-conquistadores-lleva-su-innovacion-a-la-world-robot-olympiad-chile/","300x169","18 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.58-AM-768x432.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.58-AM-768x432.jpeg","jpeg","/2025/10/06/colegio-conquistadores-lleva-su-innovacion-a-la-world-robot-olympiad-chile/","768x432","83 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección. Variante derivada; consolidar original y tamaños responsivos."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/10/WhatsApp-Image-2025-10-06-at-7.51.58-AM.jpeg","image","WhatsApp-Image-2025-10-06-at-7.51.58-AM.jpeg","jpeg","/2025/10/06/colegio-conquistadores-lleva-su-innovacion-a-la-world-robot-olympiad-chile/","1280x720","164 KB","","media","Falta texto alternativo. Nombre poco descriptivo; renombrar solo con redirección."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-1%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-1°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","206 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-1%C2%B0-MEDIO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-1°-MEDIO-2026.pdf","pdf","/matriculas-2026/","unknown","155 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-2%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-2°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","188 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-2%C2%B0-MEDIO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-2°-MEDIO-2026.pdf","pdf","/matriculas-2026/","unknown","154 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-3%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-3°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","195 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-3%C2%B0-MEDIO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-3°-MEDIO-2026.pdf","pdf","/matriculas-2026/","unknown","159 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-4%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-4°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","195 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-5%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-5°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","156 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-6%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-6°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","156 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-7%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-7°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","158 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/LISTA-DE-UTILES-ESCOLARES-8%C2%B0-BASICO-2026.pdf","document","LISTA-DE-UTILES-ESCOLARES-8°-BASICO-2026.pdf","pdf","/matriculas-2026/","unknown","186 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-complementarias-1%C2%B0.pdf","document","Plan-de-lecturas-complementarias-1°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","287 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-complementarias-2%C2%B0.pdf","document","Plan-de-lecturas-complementarias-2°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","282 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-complementarias-3%C2%B0.pdf","document","Plan-de-lecturas-complementarias-3°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","307 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-complementarias-4%C2%B0.pdf","document","Plan-de-lecturas-complementarias-4°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","364 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-domiciliarias-1%C2%B0-medio.pdf","document","Plan-de-lecturas-domiciliarias-1°-medio.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","276 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-domiciliarias-2%C2%B0-medio.pdf","document","Plan-de-lecturas-domiciliarias-2°-medio.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","286 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-domiciliarias-3%C2%B0-medio.pdf","document","Plan-de-lecturas-domiciliarias-3°-medio.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","229 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-domiciliarias-5%C2%B0.pdf","document","Plan-de-lecturas-domiciliarias-5°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","264 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
"https://www.colegioconquistadores.com/wp-content/uploads/2025/12/Plan-de-lecturas-domiciliarias-6%C2%B0.pdf","document","Plan-de-lecturas-domiciliarias-6°.pdf","pdf","/matriculas-2026/; /plan-lector-2026/","unknown","256 KB","","alta","Conservar URL pública o configurar redirección 301 exacta."
